UNODC,unodc-dass@un.org,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
MLT,Malta,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",346.087658036752,CTS
MNE,Montenegro,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",258.041272382078,CTS
MNG,Mongolia,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",190.971536852078,CTS
MOZ,Mozambique,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",13.2086495480369,CTS
MUS,Mauritius,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",193.467149419246,CTS
NGA,Nigeria,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",0.972111973034883,CTS
NLD,Netherlands (Kingdom of the),Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",1733.08747746164,CTS
NOR,Norway,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",461.693240138999,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",1392.03308254869,CTS
PAN,Panama,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",90.0118935105881,CTS/PPR
PER,Peru,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",13.9071496154764,CTS
POL,Poland,Europe,Eastern Europe,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",326.524686793855,CTS
PRI,Puerto Rico,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",510.465434957867,CTS
PRT,Portugal,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",508.809072403415,CTS
PRY,Paraguay,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",7.98065617204442,CTS
PSE,State of Palestine,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",0.470091658732782,CTS
ROU,Romania,Europe,Eastern Europe,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",49.6410448086086,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",287.350470283426,CTS
RWA,Rwanda,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",19.0937243303771,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",17.3922414375977,CTS
SLB,Solomon Islands,Oceania,Melanesia,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",74.8835472395291,CTS
SLE,Sierra Leone,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",10.602704368187,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",10.2997090954144,CTS
SRB,Serbia,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",188.348195714166,CTS
SVK,Slovakia,Europe,Eastern Europe,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",281.811868687456,CTS
SVN,Slovenia,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",756.017461978766,CTS
SWE,Sweden,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",1022.54905150815,CTS
SYR,Syrian Arab Republic,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",3.72979739296868,CTS
TJK,Tajikistan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",6.54093267976697,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",353.841181064286,CTS/NGO
TUR,Türkiye,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",103.683028748425,CTS
UGA,Uganda,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",40.0660749695006,CTS
USA,United States of America,Americas,Northern America,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",730.853713450963,CTS/NSO
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",997.041300206704,CTS/NGO
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",341.781528582487,CTS
ZWE,Zimbabwe,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2008,"Rate per 100,000 population",363.835605106647,CTS
ALB,Albania,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",5.70660711985344,CTS
AND,Andorra,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",176.425710471104,CTS
ARM,Armenia,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",83.6525614438079,CTS
AUS,Australia,Oceania,Australia and New Zealand,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",1022.19110112922,CTS
AUT,Austria,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",1287.07198283824,CTS
AZE,Azerbaijan,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",1.09436571889437,CTS
BEL,Belgium,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",898.192724815569,CTS
BGR,Bulgaria,Europe,Eastern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",316.265539923383,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",111.628676166589,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",325.19767802105,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",411.050048942146,CTS/MoI
BMU,Bermuda,Americas,Northern America,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",1592.07110831432,CTS
BRA,Brazil,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",193.896343179243,CTS/DATASUS
BRB,Barbados,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",659.559138706235,CTS
BTN,Bhutan,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",56.9174106756889,CTS
BWA,Botswana,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",349.530033310343,CTS
CAN,Canada,Americas,Northern America,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",608.986411947448,CTS
CHE,Switzerland,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",830.588635172588,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",709.805484572492,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",73.8081386619018,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",416.886028706667,CTS
CYP,Cyprus,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",225.713489896527,CTS
CZE,Czechia,Europe,Eastern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",526.322632952769,CTS
DEU,Germany,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",477.723664721108,CTS
DNK,Denmark,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",1939.82697989,CTS
DZA,Algeria,Africa,Northern Africa,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",17.0975596389394,CTS
EGY,Egypt,Africa,Northern Africa,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",0.836555792148594,CTS
ESP,Spain,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",411.391142909709,CTS
FIN,Finland,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",359.365343496309,CTS
FRA,France,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",507.74197248228,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",978.804243007631,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",708.122808201265,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",454.404709570137,CTS
GEO,Georgia,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",335.065051383148,CTS
GRC,Greece,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",575.509568764832,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",993.222715587754,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",8.08266348875191,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",63.5433687738487,CTS
HRV,Croatia,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",396.238931611782,CTS
HUN,Hungary,Europe,Eastern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",376.928059313427,CTS
IDN,Indonesia,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",26.2778524143579,CTS
IND,India,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",7.51270015351538,CTS
IRL,Ireland,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",593.548125261373,CTS
ISL,Iceland,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",1106.04748094861,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",138.692251904004,CTS
JOR,Jordan,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",0.0560086538971136,CTS
JPN,Japan,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",116.053618890617,CTS/MoI
KAZ,Kazakhstan,Asia,Central Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",170.506995070833,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",4.32330597738998,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",1515.45831423913,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",230.120751907548,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",545.958507153456,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",85.886617812741,CTS
LSO,Lesotho,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",236.763100092232,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",592.348447820244,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",134.264376173675,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",49.5010764664239,CTS
MAR,Morocco,Africa,Northern Africa,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",8.0016788852272,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",81.3229687470489,CTS
MDV,Maldives,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",48.2377431627306,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",155.840566781412,CTS
MKD,North Macedonia,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",558.090282993024,CTS
MLT,Malta,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",321.296975126814,CTS
MMR,Myanmar,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",0.0143853965701392,CTS
MNE,Montenegro,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",264.532068386204,CTS
MNG,Mongolia,Asia,Eastern Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",192.696878355593,CTS
MOZ,Mozambique,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",10.9817258766953,CTS
MUS,Mauritius,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",159.972227695368,CTS
NGA,Nigeria,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",0.443074591101394,CTS
NLD,Netherlands (Kingdom of the),Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",1700.92572891037,CTS
NOR,Norway,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",490.326174804512,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",1426.59533341511,CTS
PAN,Panama,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",89.0757750083394,CTS/PPR
PER,Peru,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",13.8146731831412,CTS
POL,Poland,Europe,Eastern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",356.250849458406,CTS
PRI,Puerto Rico,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",495.874915612777,CTS
PRT,Portugal,Europe,Southern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",466.298742268893,CTS
PSE,State of Palestine,Asia,Western Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",0.510041961152144,CTS
ROU,Romania,Europe,Eastern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",56.2474672784587,CTS
RUS,Russian Federation,Europe,Eastern Europe,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",264.970667926182,CTS
RWA,Rwanda,Africa,Sub-Saharan Africa,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",20.4265592385376,CTS
SGP,Singapore,Asia,South-eastern Asia,Offences,by type of offence,Burglary,Total,Total,2009,"Rate per 100,000 population",18.9591869286268,CTS
